ID,ProjectNumber,Project,Output Code,Month,Year,Value,Stat,Impact Indicator Old,Impact Indicator New,Unit,Valid,Original?,Notes/More detail required?,Project2,Historic/Logframe,Source,Verification
1672,67,Greece,O.3.1,Dec,2022,21,10 Informative events and 11 gastronomy event,4.2.2,5.3.2,Tools/‌activities,1,0,,,Logframe,,
1698,94,Convex,O.4.3,,2022,1,"Jun: Website (phase 1) laucnhed on World Ocean Day
Jun: Social media platforms launched on World Ocean Day
Oct: Prof Callum Roberts Convex Conversation podcast",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1700,94,Convex,O.4.7,,2022,230,"Nov: COP27, 1000 attendees
Nov: Fishmongers Hall, 150 attendees 
Nov: Blue Marine Parliamentary Reception, 80 attendees
Dec: UN Biodiversity Conference (COP15), 3,000 attendees",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1701,94,Convex,O.4.9,,2022,11,"July: Project started, partnering with Exeter uni, someone else, someone else",4.3.1,5.6.3,Number of member organisations/‌representatives,1,,,,Logframe,,
1702,94,Convex,O.4.3,Nov,2021,1,"Nov 2021: Bloomberg Press article ""Scientists Want to Find Out How Much Carbon the Oceans Can Absorb""",Progress,Progress,-,,,,,Logframe,,
1703,94,Convex,O.4.4,Nov,2021,1,"Nov 2021: CSS announced at COP26, Glasgow",Progress,Progress,-,,,,,Logframe,,
1704,94,Convex,O.4.8,Dec,2021,5000000000,Opportunities to see,Progress,Progress,-,,,"Assuming this is across the year, but I'm not sure",,Logframe,,
1705,34,Berwickshire,O.7.2,?,?,1,"Flapper skate consultation response, ",1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1,,,Logframe,,
1707,20,Maldives,O.1.2,,2021,26.7,Evidence collected by Blue Marine and MRR helped designate 7 new MPAs on Laamu Atoll,1.1.2,1.2.2,designated km2,1,1,,,Logframe,,
1708,20,Maldives,O.1.5,,2021,8,"Evidence collected by Blue Marine and MRR helped designate 3 channels, 2 mangroves and 3 seagrass meadows on Laamu Atoll as MPAs",1.3.3,1.4.1,Number of species and/or habitats ,,,,,Logframe,,
1709,10,Ascension,O.6.1,Aug,2021,1,"Goodwin, C., Brown, J., Downey, R., Trieu, N., Brewin, P.E., and Brickle, P. (2021) Demosponges from Ascension Island with a description of nine new species. Journal of the Marine Biological Association of the United Kingdom 1–24. https://doi.org/10.1017/S0025315421000709",1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1,Put into reports tracker,,Logframe,,
1710,20,Maldives,O.1.7,,2021,2,Laamu MPA social media campaign report and Laamu resource use survey report shared with the government.,1.4.2,Removed,#N/A,,,,,Logframe,,
1712,34,Berwickshire,O.7.2,Apr,2023,1,HPMA consultation response completed and submitted (17 April 2023),1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1,Bottom towed fisheries,,Logframe,,
1713,46,Wild Oysters,O.2.1,May,2023,0.01,"Reef created in Conwy Bay, 100 x 75m and 10cm deep",2.1.1,2.2.1,km2,1,1,,,Logframe,,
1714,46,Wild Oysters,O.2.1,Sept,2023,0.01,"Reef created in Tyne and Wear, 100 x 75m and 10cm deep",2.1.1,2.2.1,km2,1,1,,,Logframe,,
1715,46,Wild Oysters,O.2.1,Sept,2023,10000,Oysters deployed at Tyne & Wear in Sept (reef),2.2.1,2.2.2,Number of species,,,,,Logframe,,
1716,46,Wild Oysters,O.3.2,Dec,2023,1468,"In person engagement (presentations, site visits, etc)",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1717,46,Wild Oysters,O.3.3,Dec,2020,419,students who have benefitted through increased knowledge and engagment with the marine environment from our outreach trips throughout year,Students,5.5.1,Number of students/general public,1,1,Taken from ZSL email to Matt - only choosing inperson nunbers,,Logframe,,
1718,46,Wild Oysters,O.3.2,Dec,2021,20403,"In person engagement (presentations, site visits, etc)",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1719,46,Wild Oysters,O.3.3,Dec,2021,5550,students who have benefitted through increased knowledge and engagment with the marine environment from our outreach trips throughout year,Students,5.5.1,Number of students/general public,1,1,Taken from ZSL email to Matt - only choosing inperson nunbers,,Logframe,,
1720,46,Wild Oysters,O.3.2,Dec,2022,34793,"In person engagement (presentations, site visits, etc)",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1721,46,Wild Oysters,O.3.3,Dec,2022,10856,students who have benefitted through increased knowledge and engagment with the marine environment from our outreach trips throughout year,Students,5.5.1,Number of students/general public,1,1,Taken from ZSL email to Matt - only choosing inperson nunbers,,Logframe,,
1722,46,Wild Oysters,O.4.1,Dec,2023,3,"Pre-reef baseline surveys undertaken in April 2023 in Conwy and August 2023 Tyne and Wear. Post reef deployment survey undertaken in May/June in Conwy.
dataset on oyster survival, mobile diversity and sessile diversity for each of the 2 marinas, so another 6 datasets in nov. data collection started in somewhere around April 2021",Progress,Progress,-,,,,,Logframe,,
1723,46,Wild Oysters,O.4.2,Dec,2023,350,Volunteers and students who have assisted with data collection across the two nursery sites. This data has now all been processed into two technical reports.,4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1724,46,Wild Oysters,O.4.1,Dec,2022,3,"Baseline surveys (grabs, video tows, BRUVs)",Progress,Progress,-,,,,,Logframe,,
1725,46,Wild Oysters,O.4.2,Dec,2022,198,"
T&W: 93
Conwy: 69
FoC: 36",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1726,46,Wild Oysters,O.4.1,Dec,2021,3,"Scoping surveys (grabs, video tows, BRUVs)",Progress,Progress,-,,,,,Logframe,,
1699,94,Convex,O.4.4,,2022,4,"Nov: Presented at COP27
Nov: Fishmongers Hall Launch Event, London
Nov: Blue Marine Parliamentary Reception, Downing Street
Dec: UN Biodiversity Conference (COP15), Montreal",4.2.2,5.3.2,Tools/‌activities,1,0,,,Logframe,,
1727,46,Wild Oysters,O.4.2,Dec,2021,150,Volunteers and students who have assisted with data collection across the two nursery sites. This data has now all been processed into two technical reports.,4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1728,93,Investigations,U.2,Nov,2023,1,The fourth is regarding our legal action on AIS: https://www.lemonde.fr/planete/article/2023/06/01/plainte-contre-les-navires-thoniers-francais-soupconnes-de-pecher-dans-des-zones-interdites_6175808_3244.html,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1729,93,Investigations,U.2,Nov,2023,2,"The fifth and sixth covered our investigation into the tuna sourcing policies of UK retailers:

https://www.independent.co.uk/business/uk-supermarkets-selling-canned-tuna-caught-by-harmful-fishing-method-b2444616.html

https://www.standard.co.uk/business/business-news/uk-supermarkets-selling-canned-tuna-caught-by-harmful-fishing-method-b1119346.html",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1730,93,Investigations,U.5,Dec,2023,1,The hearing for our objection to the ANABAC Indian Ocean purse seine fishery has been set for 15 Jan 2024.,Progress,Progress,-,,,,,Logframe,,
1731,94,Convex,O.4.1,?,2023,16,16 social media reels produced,Convex-specific,#N/A,#N/A,,,,,Logframe,,
1732,94,Convex,O.4.2,Dec,2023,325334,"End-June: Instagram - 19000 | Facebook - 145000 | Twitter - 23000 | LinkedIn - 21000 |YouTube - 527 | Website - 3600 | UoE social media - 73207 | BMF social media - 40000 *Emma to update
Shared by Blue Marine ambassadors including Fi Drummond, Nick Hounsfield, Chris Packham, celebrity chef Hugh Fearnley-Whittingstall posted a reel rom River Cottage and Gentoo Sailing posted a reel live from their boat mid-sail! 
* Zandile Ndhlovu @Zandithemermaid re-posted the citizen science reel
* Sussex Underwarer re-posted citizen science reel",Digital Views,Digital views,Digital views,,,,,Logframe,,
1706,20,Maldives,O.1.8,?,2020,7,"The Ministry of Envrionment, Climate Change and Technology used Blue Marine's reports to justify Laamu's  7 new MPAs.",1.4.3,1.1.2,Number of changes,1,0,,,Logframe,,
1733,94,Convex,O.4.3,Jan,2023,1,Jan: Film Intro to CSS launched on YouTube,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1734,94,Convex,O.4.3,Jan,2023,1,Jan: Film Deep Dive with Sarah Bradley launched on YouTube,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1735,94,Convex,O.4.3,Jan,2023,1,Jan: Film Meet Dr Ruth Thurstan launched on YouTube,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1736,94,Convex,O.4.3,May,2023,1,"May: Wes Anderson style bioturbation film, views 8730",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1711,20,Maldives,O.1.8,,2021,2,"MoU signed with Laamu Atoll Council and Ministry of Environment, Climate Change and Technology to support Laamu's MPAs.",1.4.3,1.1.2,Number of changes,1,0,,,Logframe,,
1737,94,Convex,O.4.3,May,2023,1,May: Article by A. Kemp published on the Divernet website  ,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1738,94,Convex,O.4.3,Jun,2023,1,Jun: Article by A. Kemp published in the SSI Dive blog,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1739,94,Convex,O.4.3,Jun,2023,1,Jun: Article by A. Kemp published on the AAUS website,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1740,94,Convex,O.4.3,Jun,2023,1,"Jun: CSS digital asset WalkWithWhales augmented reality filter campaign 5-30 June. Reached 4.9 million people on social media and appeared on billboards in major UK cities. Opened 5,500 times, with 123,200 impressions across Meta. Lnading page viewed 22,500 times. ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1741,94,Convex,O.4.3,Jun,2023,1,Jun: Al Jazeera online coverage of Bioturbation-athon (2.5k YouTube views) and potential audience of 430 million ,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1742,94,Convex,O.4.3,Jul,2023,1,Jul: Theresa's blogs on the Pacific Row website,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1966,30,Lyme Bay,U.6,Sept,2023,10000,Display at Seafeast Dorset Seafood Festival (Sept 2023),4.2.1,5.3.1,Number of stakeholders,1,0,,,Logframe,,
1743,94,Convex,O.4.3,Sept,2023,1,Sep: first edition of CSS newsletter circulated to 49 subscribers,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1744,94,Convex,O.4.3,Sept,2023,1,"Sep: Article by Annabel Kemp published in BSAC magazine (28,000 members)",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1745,94,Convex,O.4.3,Sept,2023,1,Sep: CSS citizen science featured in UK Blue Carbon Forum's September Newsletter (madi to find stats),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1746,94,Convex,O.4.3,Oct,2023,1,Oct: CSS Digital Experience new website laucnhed,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1747,94,Convex,O.4.3,Dec,2023,1,Dec: Arran Expedition film released,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1748,94,Convex,O.4.3,Dec,2023,1,Dec: CSS newsletter circulated to ** subscribers,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
728,20,Maldives,,Nov,2022,500,"Educational activities include school visits, snorkelling camps (which to date have reached over 500 children)",NA,5.3.1,Number of stakeholders,1,0,,,Historic,75,
1749,94,Convex,O.4.4,Feb,2023,1,Feb: Presented at World Ocean Summit,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1750,94,Convex,O.4.4,Apr,2023,1,Apr: George Duffield Convex Conversation podcast,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1751,94,Convex,O.4.4,May,2023,1,May: Presented at Convex Town Hall Meeting,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1752,94,Convex,O.4.4,Jun,2023,1,"Jun: Presented at Brilliant Minds event, 20 attendees ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1753,94,Convex,O.4.4,Jul,2023,1,"Jul: Urbanization, Water and Food Security Conference in Tuscany, 80 delegates",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1754,94,Convex,O.4.4,Sept,2023,1,"Sep: Presented at Shakleton Conference, 30-40 attendees",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1755,94,Convex,O.4.4,Sept,2023,1,"Sep: Presentation by Gabriella Gilkes in keynote for British Science Festival, Exeter - 30 attendees",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1756,94,Convex,O.4.4,Sept,2023,1,"Sep: Mud and Mixology event for the British Science Festival, Exeter - 35 attendees",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1757,94,Convex,O.4.4,Oct,2023,1,"Oct: Blue Carbon Fourm event, London, G. Fordham/B.Harris",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1758,94,Convex,O.4.5,Jan,2023,1,"Jan: Diagrams and Activities, Ocean carbon cycle ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1759,94,Convex,O.4.5,Jan,2023,1,"Jan: Lesson Plan (KS2, KS3, KS4), Ocean and climate science ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1760,94,Convex,O.4.5,Feb,2023,1,"Feb: Live Lesson Women on the frontiers of climate science - 2,040 viewers",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1761,94,Convex,O.4.5,Mar,2023,1,"Mar: Live Lesson Seabed safari - 13,728 viewers",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1762,94,Convex,O.4.5,Apr,2023,1,"Apr: Live Lesson How do we knoe about climate change? - 3,693 viewers",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1763,94,Convex,O.4.5,May,2023,1,"May: Live Lesson Teaching ocean and climate PD - 2,500 viewers",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1764,94,Convex,O.4.5,Jun,2023,1,"Jun: Live Lesson Whales, carbon and climate - 4,055 viewers",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1765,94,Convex,O.4.5,Jul,2023,1,"Jul: Infographihc, Ocean, carbon and climate",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1766,94,Convex,O.4.5,Jul,2023,1,"Jul: Infographics and Activities, Ocean life ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1767,94,Convex,O.4.5,Jul,2023,1,"Jul: Lesson Plan (KS2, KS3), How is life adapted to ocean habitats?  ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1768,94,Convex,O.4.5,Aug,2023,1,August: Meetng with Encounter Edu about Y2-5 plans,Progress,Progress,-,1,1,,,Logframe,,
1769,94,Convex,O.4.5,Sept,2023,1,"September: Confirmation of upcoming lesson content from Encounter Edu, budget confirmed ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1770,94,Convex,O.4.5,Dec,2023,1,Dec: Live Lesson COP28 Review and Q&A,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1771,94,Convex,O.4.6,Dec,2023,"26,016","26,016 students reached, across 282 schools and 21 countries",Students,5.5.1,Number of students/general public,1,1,,,Logframe,,
1772,94,Convex,O.4.7,Mar,2023,200,"The World Ocean Summit, Lisbon, 200 attendees",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1773,94,Convex,O.4.7,May,2023,80,Human impacts on marine functional connectivity' 80 attendees,4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1774,94,Convex,O.4.7,?,2023,163,Podcast with Dr Callum Robersts and George Duffield : 163 downloads,Digital Views,Digital views,Digital views,,,,,Logframe,,
1775,94,Convex,O.4.7,?,2023,"23,611","Twitter engagement: 23000 impressions, 477 engagement and 134 followers.   ",OTS,5.4.1,Number of opportunities to see,1,1,,,Logframe,,
1776,94,Convex,O.4.7,Jun,2023,200,George Duffield presentation at Brilliant Minds event in Stockholm had 200 attendees ,4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1777,94,Convex,O.4.7,?,2023,163,Podcast: 163 downloads,Digital views,Digital views,Digital views,1,1,,,Logframe,,
1778,94,Convex,O.4.7,Dec,2023,751,"Twitter engagement: 7, 51 followers",Digital views,Digital views,Digital views,1,1,,,Logframe,,
1780,94,Convex,O.4.7,Dec,2023,,"* COP28, Blue Economy Dinner at Jameel Residence Chris GB",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1781,94,Convex,O.4.7,Dec,2023,,"* COP28, Blue Marine/PML panel GG presented",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1782,94,Convex,O.4.7,Dec,2023,35,"* COP28, Goals House round table, 35 attendees ",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1783,94,Convex,O.4.7,Dec,2023,,"* COP28, GG presented in Blue Zone",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1784,94,Convex,O.4.8,,2023,,"OTS - *Gail to fill
Specialist dive websites and magazines with reach of 20 million globally. BSAC has 23,000 members. 
World Ocean Summit, Lisbon, 18m sponsorship reach",OTS,5.4.1,Number of opportunities to see,,,,,Logframe,,
1785,94,Convex,TBC,Dec,2023,282,"26,016 students reached, across 282 schools and 21 countries",Schools,5.5.2,Number of schools,,,,,Logframe,,
1789,93,Investigations,U.9,Mar,2023,1,Paper on Mauritian Purse Seine Vessels https://static1.squarespace.com/static/645662d9155d6a5bec4b27e8/t/6494bdf181f69d0a5530f32d/1687469556123/OM23+%E2%80%93+041+Mauritian+Purse+Seine+Vessel+Risk+Assessment+01Oct2022-31Mar2023.pdf,1.4.1,4.1.1,"Reports, ‌investigations, published papers or similar",1,1,,,Logframe,,
1790,94,Blue Climate,O.3.3,?,2023,1,Evidence needs statement produced by gov't that indicates the importance of saltmarsh being included in the GHG inventory. Blue will continue to feed into this process. ,Progress,Progress,-,,,,,Logframe,,
1791,94,Blue Climate,O.4.1,Aug,2021,1,Coalition launched (August 2021),5.4.2,5.6.3,Number of member organisations/‌representatives,,,,,Logframe,,
1792,94,Blue Climate,O.4.2,,2021,5,5 seascape initative members ,5.4.3,5.6.3,Number of member organisations/‌representatives,,,,,Logframe,,
1793,94,Blue Climate,O.5.3,,2023,0,Mark Beeston hired as a consultant to work on this project and others,Progress,Progress,-,,,,,Logframe,,
1794,94,Blue Climate,O.5.4,Jun,2023,1,Workshop held in June 2023 (12 attendees),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1796,94,Blue Climate,O.5.4,Feb,2023,1,Breakfast meeting held Feb 2023,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1797,94,Blue Climate,O.6.1,Jul,2021,3230,Views on the conference recording (July),Digital views,Digital views,Digital views,1,1,,,Logframe,,
1798,94,Blue Climate,O.6.2,Jul,2021,1,Blue Carbon Conference July 2021,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
2134,62,Italy,O.8.2,Dec,2023,38,"*Taste the Aeolians: 9 teachers, 26 restaurants, 3 fishers. (already counted, do not double count).",Students,5.5.1,Number of students/general public,1,0,,,Logframe,,
744,50,Marine Parks,,Jun,2018,130,"In June 2018, BLUE invited 130 people to discuss the future of marine parks in the UK. T",NA,5.3.1,Number of stakeholders,1,0,,,Historic,7,
1800,94,Blue Climate,O.6.2,Nov,2022,4,"Two events hosted at COP27 in Sharm el Sheikh (1x Rights focused, 1x Night Cap) (Nov 2022)
sponsered the ocean pavilion COP27 (Nov 2022)
sponsered ocean action day at COP27 (Nov 2022)",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1801,94,Blue Climate,O.6.2,Jun,2022,1,1 evening reception cohosted at UN Ocean Conference (June 2022),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
756,98,Media,,,2022,1600000,"Blue Media produced and managed content from the 2022 Ocean Awards, which reached 1.6 million on social media,",OTS,5.4.1,Number of opportunities to see,1,0,,,Historic,4,
1802,94,Blue Climate,O.6.2,Feb,2023,1,UK Blue Carbon Forum Core Meetings (Feb 2023),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1216,50,Marine Parks,O.1.3,Dec,2023,10,"Location facilitators identified in 10/10 locations, and vision report shared with them in preparation for scoping visits before EOY 2023. (?)",4.2.1,5.3.1,Number of stakeholders,1,0,,,Logframe,,
1803,94,Blue Climate,O.6.2,Jun,2023,1,UK Blue Carbon Forum Core Meetings (June 2023),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1804,94,Blue Climate,O.6.1,Feb,2023,50,UK Blue Carbon Forum Core Meetings (Feb 2023) 50 attendees estimate,4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1805,94,Blue Climate,O.6.1,Jun,2023,50,UK Blue Carbon Forum Core Meetings (June 2023) 50 attendees estimate,4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1806,94,Blue Climate,O.6.2,Jun,2023,1,2) In person workshop held at Fishmongers Hall (June 2023 Marine natural capital roadmap),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
784,44,Offshore Wind,,,2022,330,Attendees of offshore wind event,NA,5.3.1,Number of stakeholders,1,0,,,Historic,1,
785,44,Offshore Wind,,,2022,330,Blue Marine held a successful online event – Opportunities for nature recovery within offshore wind farms around the UK,NA,5.3.1,Number of stakeholders,1,0,,,Historic,4,
1807,94,Blue Climate,O.6.2,Jun,2023,1,3) Online workshop held (June 2023 Marine natural capital roadmap),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1809,94,Blue Climate,O.6.2,Oct,2023,1,4) UK Blue Carbon Forum Event (Oct 2023),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
975,40,Sturgeon,,,2019,1,BLUE co-founded the UK Sturgeon Alliance dedicated to reintroducing these critically endangered species.,NA,5.6.2,Number of coalitions/‌ working groups,1,0,,,Historic,7,
976,40,Sturgeon,,,2022,1,"Additionally, the UK Sturgeon Alliance’s recent working group meeting has led to increased government interest and engagement has broadened to other areas across Great Britain, including Yorkshire and Ireland",NA,5.6.2,Number of coalitions/‌ working groups,1,0,alliance formed,,Historic,19,
977,40,Sturgeon,,,2020,1,"n 2020, the UK Sturgeon Alliance was formed between Blue Marine, the Zoological Society of London (ZSL), the Institute of Fisheries Management (IFM), the Severn Rivers Trust and Nature at Work. T",NA,5.6.2,Number of coalitions/‌ working groups,1,0,,,Historic,33,
1810,94,Blue Climate,O.6.1,Oct,2023,60,4) 60 people attended the UK blue carbon forum in person event ,4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1811,94,Blue Climate,O.6.2,Nov,2023,2,5) Cardiff and London workshop for marine natural capital roadmap (Nov 2023),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1812,94,Blue Climate,O.6.1,Nov,2023,60,5) Attendees of Cardiff and London workshop for marine natural capital roadmap: 60 combined,4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1813,94,Blue Climate,O.6.2,Dec,2023,5,"6) COP28 (Hosted 2x panels in ocean pavilion, 2x dinners, 1x side event)",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1814,94,Blue Climate,O.6.1,Dec,2023,520,6) 520 combined across the events ,4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1815,94,Blue Climate,O.7.1,,2023,1,Fed into HPMA consultation process for Scotland,Progress,Progress,-,,,,,Logframe,,
1816,94,Blue Climate,O.7.2,,2023,1,Mapping of the Orkney kelp forest has begun,Progress,Progress,-,,,,,Logframe,,
1818,94,Blue Climate,U.1,Nov,2022,1,1 ZSL presentation (Nov),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1205,44,Offshore Wind,O.5.4,Feb,2022,330,"Stakeholder engagement event (offshore wind event), 330 attendees from 20 countries",4.2.1,5.3.1,Number of stakeholders,1,0,,,Logframe,,
1819,94,Blue Climate,U.1,?,2022,1, 1 Conservation Collective seminar ,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1820,94,Blue Climate,U.1,Jun,2022,2,2x events at UNOC (June),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1821,94,Blue Climate,U.2,Dec,2022,500,"Conservative estimates based on online and in person audience present at ZSL, CC seminar and UNOC events events ",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1822,94,Blue Climate,U.3,1,2022,1,Invited to become members of the international partnership for blue carbon ,Progress,Progress,-,,,,,Logframe,,
1823,94,Blue Climate,U.1,Jan,2023,1,Jan 2023 (Dan presented at Coastal Futures),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1824,94,Blue Climate,U.1,Feb,2023,2,Feb 2023 (2x events at International Partnership for Blue Carbon),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1825,94,Blue Climate,U.1,Mar,2023,1,Mar 2023 (Our Ocean panel discussion),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
814,37,SARF,,Nov,2022,881,Symposia attendees,NA,5.3.1,Number of stakeholders,1,0,Check logframe detail,,Historic,1,
1826,94,Blue Climate,U.1,Apr,2023,1,April 2023 (panel discussion at Blue Carbon Accelerator),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1827,94,Blue Climate,U.1,May,2023,1,May 2023 (Savills presentaion),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
815,37,SARF,,Nov,2021,120,Cuttlefish symposium in November 2021,NA,5.3.1,Number of stakeholders,1,0,,,Historic,4,
1828,94,Blue Climate,U.1,Jun,2023,1,June 2023 (Dan presented at Blue Food Summit),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
816,37,SARF,,Jun,2022,,Whelk symposium,NA,5.3.1,Number of stakeholders,1,0,,,Historic,4,
1829,94,Blue Climate,U.1,Jun,2023,2,June 2023:Dan presentation at 2x climate week events ,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1830,94,Blue Climate,U.1,Jul,2023,1,July 2023 (Maddie presented at Brighttide accelerator),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1831,94,Blue Climate,U.1,Jul,2023,1,July 2023 (Maddie presented a webinar at EY) ,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
818,37,SARF,,Nov,2021,150,"Blue Marine held a UK Cuttlefish Symposium bringing together researchers, fishermen and policymakers to share information on fishery status, current management and future management needs with over 150 attendees",NA,5.3.1,Number of stakeholders,0,0,,,Historic,19,
1832,94,Blue Climate,U.1,Sept,2023,1,September 2023 (Maddie presented at ELP workshop),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1833,94,Blue Climate,U.1,Sept,2023,1,September 2023 (Aisling spoke on a panel at Conservative party conference),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1817,94,Blue Climate,U.1,,2022,7,"At COP27 (Nov), Dan was asked to present at 3 events,",4.2.2,5.3.2,Tools/‌activities,1,0,,,Logframe,,
1834,94,Blue Climate,U.1,Oct,2023,1,October 2023 (Dan panel at Blue Earth Summit) ,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1835,94,Blue Climate,U.1,Oct,2023,1,October 2023 (Dan panel at Global Wave Conference) ,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1836,94,Blue Climate,U.1,Nov,2023,1,November 2023 (Maddie panel on natural capital markets for Royal Biological Society),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
819,37,SARF,,Nov,2021,120,". In November, Blue Marine convened a Cuttlefish Symposium bringing together over 120 attendees including fishermen, fisheries managers, government agencies, conservation groups and citizen scientists, to share information about current cuttlefish stocks and fisheries.",NA,5.3.1,Number of stakeholders,1,0,,,Historic,19,
